ROW_ID,Cluster,Anomaly Type,Top Deviating Features,Justification,Business Implication
314987.0,cluster_2,Tipe A - Data Error,POS_MONTHS_COUNT=3.91 (103.6x dari median) | EXT_SOURCE_1=0.64 (46.5x dari median) | YEARS_BIRTH=1.29 (42.2x dari median) | BUREAU_ACTIVE_RATIO=1.41 (24.8x dari median) | CREDIT_TERM_MONTHS=-1.08 (19.4x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
315075.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=1.42 (104.5x dari median) | CREDIT_TERM_MONTHS=1.43 (28.1x dari median) | POS_MONTHS_COUNT=1.05 (27.0x dari median) | BUREAU_ACTIVE_RATIO=1.51 (26.6x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=2.43 (18.5x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
315114.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-2.74 (204.5x dari median) | POS_MONTHS_COUNT=5.61 (149.0x dari median) | YEARS_BIRTH=-1.49 (46.7x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.45 (20.8x dari median) | CREDIT_TERM_MONTHS=-1.08 (19.5x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
315174.0,cluster_3,Tipe A - Data Error,EXT_SOURCE_1=1.94 (143.3x dari median) | AMT_INCOME_TOTAL=2.31 (16.9x dari median) | YEARS_EMPLOYED=3.59 (12.4x dari median) | BUREAU_BB_SEVERE_DPD_MEAN=0.36 (7.9x dari median) | CNT_CHILDREN=2.21 (4.8x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
315225.0,cluster_2,Tipe C - Risk Signal,REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | EXT_SOURCE_1=-0.42 (32.1x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.45 (20.8x dari median) | AMT_INCOME_TOTAL=-2.13 (20.5x dari median) | CREDIT_TERM_MONTHS=-1.08 (19.5x dari median),Kombinasi finansial kontradiktif (contoh: rasio cicilan atau kredit terlalu besar di saat income rendah / profil berisiko).,Tim analis risiko (Underwriting) wajib memberikan manual review sebelum memberikan persetujuan.
315307.0,cluster_1,Tipe B - Rare but Valid,INST_SEVERE_LATE_RATIO=5.63 (34.4x dari median) | INST_DPD_MEAN=1.14 (11.0x dari median) | BUREAU_ACTIVE_RATIO=2.03 (10.8x dari median) | EXT_SOURCE_2=-0.69 (7.7x dari median) | INST_LATE_RATIO=3.40 (6.4x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
315810.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=1.25 (586.2x dari median) | EXT_SOURCE_1=-0.58 (44.1x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | PREV_REFUSED_COUNT=2.89 (27.2x dari median) | YEARS_EMPLOYED=3.30 (23.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
315967.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-2.33 (174.4x dari median) | POS_MONTHS_COUNT=1.65 (43.2x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | CREDIT_TERM_MONTHS=1.27 (25.0x dari median) | BUREAU_COUNT=4.00 (23.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
316022.0,cluster_4,Tipe B - Rare but Valid,PREV_APPROVAL_RATE=-1.24 (22.7x dari median) | ANNUITY_TO_INCOME=1.88 (21.5x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | YEARS_BIRTH=-1.71 (14.4x dari median) | CREDIT_TERM_MONTHS=-1.08 (13.3x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
316419.0,cluster_2,Tipe A - Data Error,YEARS_BIRTH=2.09 (67.9x dari median) | BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=3.58 (27.8x dari median) | CREDIT_TERM_MONTHS=-1.46 (26.6x dari median) | BUREAU_DEBT_TO_CREDIT_RATIO=1.66 (21.5x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
316468.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-2.40 (1118.6x dari median) | EXT_SOURCE_1=1.38 (101.3x dari median) | PREV_REFUSED_COUNT=6.23 (59.8x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | BUREAU_COUNT=5.32 (19.5x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
316495.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=1.14 (535.8x dari median) | EXT_SOURCE_1=-1.10 (82.7x dari median) | PREV_REFUSED_COUNT=3.45 (32.6x dari median) | CREDIT_TERM_MONTHS=1.43 (28.4x dari median) | POS_MONTHS_COUNT=6.57 (19.6x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
316640.0,cluster_2,Tipe A - Data Error,POS_MONTHS_COUNT=3.55 (93.9x dari median) | EXT_SOURCE_1=0.96 (70.2x dari median) | YEARS_BIRTH=1.08 (35.5x dari median) | AMT_INCOME_TOTAL=2.47 (21.6x dari median) | AMT_ANNUITY=1.78 (12.8x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
316804.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=1.23 (90.0x dari median) | BUREAU_DAYS_CREDIT_MEAN=-2.25 (29.8x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=3.58 (27.8x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | POS_MONTHS_COUNT=-0.37 (10.8x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
317025.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-0.73 (342.5x dari median) | PREV_REFUSED_COUNT=8.46 (81.5x dari median) | EXT_SOURCE_1=0.86 (62.6x dari median) | CREDIT_TERM_MONTHS=-1.47 (27.2x dari median) | PREV_COUNT=5.01 (8.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
317227.0,cluster_1,Tipe B - Rare but Valid,REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | INST_SEVERE_LATE_RATIO=5.15 (31.6x dari median) | EXT_SOURCE_1=-0.17 (13.8x dari median) | EXT_SOURCE_2=-1.08 (11.5x dari median) | YEARS_BIRTH=-1.73 (8.2x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
317356.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=0.45 (209.8x dari median) | EXT_SOURCE_1=2.04 (150.9x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | BUREAU_ACTIVE_RATIO=0.99 (17.7x dari median) | CREDIT_TERM_MONTHS=-0.70 (12.3x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
317468.0,cluster_3,Tipe C - Risk Signal,REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | ANNUITY_TO_INCOME=5.48 (10.0x dari median) | CREDIT_TO_INCOME=4.80 (8.4x dari median) | EXT_SOURCE_3=-0.77 (8.0x dari median) | YEARS_BIRTH=-0.94 (6.5x dari median),Kombinasi finansial kontradiktif (contoh: rasio cicilan atau kredit terlalu besar di saat income rendah / profil berisiko).,Tim analis risiko (Underwriting) wajib memberikan manual review sebelum memberikan persetujuan.
317587.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=2.03 (149.9x dari median) | YEARS_BIRTH=1.38 (45.1x dari median) | CREDIT_TERM_MONTHS=1.25 (24.7x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | BUREAU_DAYS_CREDIT_MEAN=-1.16 (14.8x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
317674.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=1.35 (630.7x dari median) | EXT_SOURCE_1=2.49 (184.3x dari median) | YEARS_EMPLOYED=5.14 (36.4x dari median) | POS_MONTHS_COUNT=4.27 (12.4x dari median) | YEARS_BIRTH=1.63 (10.3x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
317833.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=0.87 (407.8x dari median) | BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | INST_SEVERE_LATE_RATIO=3.25 (20.3x dari median) | BUREAU_DEBT_TO_CREDIT_RATIO=1.02 (15.6x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
317909.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=2.46 (181.7x dari median) | POS_MONTHS_COUNT=1.21 (31.3x dari median) | YEARS_BIRTH=0.68 (22.7x dari median) | YEARS_EMPLOYED=4.34 (21.4x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=-1.03 (9.3x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
318181.0,cluster_2,Tipe B - Rare but Valid,YEARS_BIRTH=1.26 (41.3x dari median) | POS_MONTHS_COUNT=0.97 (24.8x dari median) | BUREAU_COUNT=3.78 (22.0x dari median) | INST_DPD_MAX=1.68 (17.2x dari median) | CREDIT_TERM_MONTHS=-0.94 (16.9x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
318586.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_1=1.87 (138.0x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | EXT_SOURCE_3=-0.04 (19.3x dari median) | CREDIT_TERM_MONTHS=-0.91 (16.4x dari median) | BUREAU_DEBT_TO_CREDIT_RATIO=0.97 (14.8x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
318621.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_1=2.17 (159.9x dari median) | EXT_SOURCE_3=0.11 (53.0x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | POS_MONTHS_COUNT=6.17 (18.3x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
318741.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-1.85 (865.6x dari median) | PREV_REFUSED_COUNT=9.02 (86.9x dari median) | BUREAU_BB_SEVERE_DPD_MEAN=2.34 (46.8x dari median) | CREDIT_TERM_MONTHS=-1.62 (29.9x dari median) | EXT_SOURCE_1=-0.34 (26.6x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
318812.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=0.76 (355.5x dari median) | EXT_SOURCE_1=-0.93 (69.9x dari median) | PREV_REFUSED_COUNT=4.56 (43.5x dari median) | CREDIT_TERM_MONTHS=-1.08 (19.6x dari median) | YEARS_EMPLOYED=2.51 (18.3x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
319404.0,cluster_4,Tipe A - Data Error,EXT_SOURCE_1=0.80 (58.1x dari median) | BUREAU_COUNT=2.90 (17.1x dari median) | POS_SK_DPD_MEAN=2.06 (9.5x dari median) | BUREAU_ACTIVE_RATIO=-0.58 (8.9x dari median) | CREDIT_TERM_MONTHS=-0.70 (8.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
319901.0,cluster_1,Tipe A - Data Error,BUREAU_BB_SEVERE_DPD_MEAN=8.21 (161.4x dari median) | EXT_SOURCE_1=-0.57 (43.7x dari median) | BUREAU_BB_DPD_RATIO_MEAN=6.64 (35.2x dari median) | OWN_CAR_AGE=4.01 (9.8x dari median) | POS_MONTHS_COUNT=2.82 (7.9x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
319928.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-2.78 (207.7x dari median) | YEARS_BIRTH=-1.37 (42.7x dari median) | AMT_ANNUITY=-2.02 (16.7x dari median) | EXT_SOURCE_3=-1.69 (16.1x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=1.85 (13.9x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
320050.0,cluster_3,Tipe A - Data Error,EXT_SOURCE_1=0.76 (55.1x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | EXT_SOURCE_2=-2.62 (11.0x dari median) | INST_DPD_MEAN=1.05 (10.2x dari median) | INST_LATE_RATIO=5.28 (9.4x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
320344.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=2.55 (188.7x dari median) | POS_MONTHS_COUNT=4.40 (116.6x dari median) | YEARS_BIRTH=1.46 (47.9x dari median) | BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=3.58 (27.8x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
320483.0,cluster_4,Tipe B - Rare but Valid,POS_SK_DPD_MEAN=9.74 (48.6x dari median) | PREV_APPROVAL_RATE=-1.10 (20.0x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | EXT_SOURCE_3=1.83 (15.4x dari median) | CREDIT_TERM_MONTHS=0.85 (12.3x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
320549.0,cluster_4,Tipe A - Data Error,EXT_SOURCE_1=-1.41 (105.7x dari median) | PREV_APPROVAL_RATE=-1.24 (22.7x dari median) | CREDIT_TERM_MONTHS=-1.45 (18.3x dari median) | EXT_SOURCE_3=1.48 (12.3x dari median) | AMT_CREDIT=-1.52 (11.6x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
320782.0,cluster_4,Tipe A - Data Error,CC_SK_DPD_MEAN=33.38 (671.4x dari median) | EXT_SOURCE_1=1.35 (99.5x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | CREDIT_TERM_MONTHS=-1.44 (18.2x dari median) | CC_MONTHS_COUNT=2.76 (7.3x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
320849.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-2.67 (198.9x dari median) | YEARS_BIRTH=-1.23 (38.3x dari median) | POS_MONTHS_COUNT=-0.77 (21.6x dari median) | PREV_REFUSED_COUNT=9.02 (20.8x dari median) | CREDIT_TERM_MONTHS=-1.09 (19.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
321941.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-1.31 (612.4x dari median) | BUREAU_BB_SEVERE_DPD_MEAN=4.67 (92.1x dari median) | EXT_SOURCE_1=0.85 (62.4x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | PREV_REFUSED_COUNT=2.89 (27.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
322013.0,cluster_1,Tipe A - Data Error,EXT_SOURCE_1=-0.86 (64.7x dari median) | INST_SEVERE_LATE_RATIO=5.76 (35.2x dari median) | BUREAU_BB_DPD_RATIO_MEAN=3.56 (19.3x dari median) | EXT_SOURCE_3=-1.70 (16.3x dari median) | INST_DPD_MEAN=1.17 (11.3x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
322941.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=1.52 (112.2x dari median) | POS_MONTHS_COUNT=1.09 (28.1x dari median) | BUREAU_DAYS_CREDIT_MEAN=-1.77 (23.2x dari median) | CREDIT_TERM_MONTHS=1.04 (20.7x dari median) | BUREAU_BB_DPD_RATIO_MEAN=2.18 (12.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
323177.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-1.40 (655.0x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | PREV_REFUSED_COUNT=3.45 (32.6x dari median) | BUREAU_COUNT=5.54 (20.3x dari median) | POS_MONTHS_COUNT=3.95 (11.4x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
323183.0,cluster_2,Tipe A - Data Error,POS_MONTHS_COUNT=2.50 (65.8x dari median) | EXT_SOURCE_1=-0.53 (40.3x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | CREDIT_TERM_MONTHS=1.43 (28.1x dari median) | YEARS_EMPLOYED=3.22 (16.1x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
324504.0,cluster_4,Tipe B - Rare but Valid,BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | POS_SK_DPD_MEAN=3.33 (15.9x dari median) | CREDIT_TERM_MONTHS=-1.08 (13.4x dari median) | PREV_APPROVAL_RATE=-0.69 (12.1x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
325251.0,cluster_4,Tipe B - Rare but Valid,BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | PREV_APPROVAL_RATE=0.96 (19.4x dari median) | AMT_ANNUITY=1.17 (12.9x dari median) | CREDIT_TERM_MONTHS=-0.78 (9.3x dari median) | ANNUITY_TO_INCOME=0.73 (9.0x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
325348.0,cluster_4,Tipe B - Rare but Valid,POS_SK_DPD_MEAN=5.92 (29.1x dari median) | AMT_ANNUITY=-1.69 (21.1x dari median) | CREDIT_TERM_MONTHS=-1.47 (18.6x dari median) | AMT_CREDIT=-2.29 (16.9x dari median) | ANNUITY_TO_INCOME=-1.29 (13.0x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
325357.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-1.51 (113.5x dari median) | POS_MONTHS_COUNT=3.39 (89.6x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | CREDIT_TERM_MONTHS=-1.62 (29.8x dari median) | YEARS_BIRTH=-0.90 (27.6x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
325445.0,cluster_2,Tipe A - Data Error,POS_MONTHS_COUNT=4.92 (130.6x dari median) | EXT_SOURCE_1=1.72 (126.7x dari median) | YEARS_BIRTH=1.30 (42.6x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=3.58 (27.8x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
325713.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=1.23 (574.7x dari median) | YEARS_EMPLOYED=4.54 (32.2x dari median) | CREDIT_TERM_MONTHS=-1.45 (26.7x dari median) | PREV_REFUSED_COUNT=2.33 (21.7x dari median) | POS_MONTHS_COUNT=3.27 (9.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
325888.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-2.48 (1159.2x dari median) | EXT_SOURCE_1=-1.75 (131.0x dari median) | PREV_REFUSED_COUNT=4.00 (38.0x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | BUREAU_COUNT=4.00 (14.4x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
327006.0,cluster_2,Tipe B - Rare but Valid,BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | CREDIT_TERM_MONTHS=-1.50 (27.5x dari median) | AMT_ANNUITY=-2.64 (21.5x dari median) | YEARS_BIRTH=-0.65 (19.7x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
327219.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_1=1.51 (111.2x dari median) | EXT_SOURCE_3=0.11 (53.0x dari median) | PREV_REFUSED_COUNT=3.45 (32.6x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | CREDIT_TERM_MONTHS=-0.94 (17.0x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
327262.0,cluster_1,Tipe B - Rare but Valid,REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | EXT_SOURCE_2=-2.00 (20.4x dari median) | BUREAU_BB_SEVERE_DPD_MEAN=0.61 (12.8x dari median) | YEARS_EMPLOYED=3.08 (7.9x dari median) | BUREAU_BB_DPD_RATIO_MEAN=0.75 (4.8x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
328355.0,cluster_4,Tipe B - Rare but Valid,EXT_SOURCE_1=0.40 (28.8x dari median) | BUREAU_BB_SEVERE_DPD_MEAN=1.35 (27.3x dari median) | BUREAU_BB_DPD_RATIO_MEAN=3.45 (18.8x dari median) | EXT_SOURCE_3=-1.71 (16.4x dari median) | CREDIT_TERM_MONTHS=-1.08 (13.3x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
328531.0,cluster_1,Tipe A - Data Error,EXT_SOURCE_1=1.69 (124.8x dari median) | INST_SEVERE_LATE_RATIO=3.82 (23.7x dari median) | EXT_SOURCE_3=1.30 (10.7x dari median) | INST_DPD_MEAN=1.05 (10.3x dari median) | BUREAU_DAYS_CREDIT_MEAN=-1.24 (9.8x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
329860.0,cluster_2,Tipe A - Data Error,POS_MONTHS_COUNT=2.82 (74.5x dari median) | CREDIT_TERM_MONTHS=1.26 (24.9x dari median) | BUREAU_ACTIVE_RATIO=1.25 (22.2x dari median) | YEARS_BIRTH=0.65 (21.9x dari median) | EXT_SOURCE_3=-1.07 (10.6x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
330291.0,cluster_2,Tipe A - Data Error,POS_MONTHS_COUNT=3.14 (83.1x dari median) | YEARS_BIRTH=1.74 (56.5x dari median) | CREDIT_TERM_MONTHS=0.69 (14.1x dari median) | BUREAU_COUNT=2.24 (13.4x dari median) | AMT_INCOME_TOTAL=1.40 (11.9x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
