antecedents,consequents,support,confidence,lift,algorithm,context,context_n,support_count,rule_str,normalized_rule
"frozenset({'external_score_middle', 'leverage_over_6x'})",frozenset({'cluster_3_high_exposure'}),0.04262677015059438,0.7652690989719815,2.2731179106886388,eclat,Portfolio-wide,356255,15186,"{external_score_middle, leverage_over_6x} -> {cluster_3_high_exposure}","{external_score_middle, leverage_over_6x} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'external_score_middle'})",frozenset({'leverage_over_6x'}),0.04262677015059438,0.3774513459100738,2.2755860224259346,eclat,Portfolio-wide,356255,15186,"{cluster_3_high_exposure, external_score_middle} -> {leverage_over_6x}","{cluster_3_high_exposure, external_score_middle} -> {leverage_over_6x}"
"frozenset({'external_score_middle', 'previous_two_to_four'})",frozenset({'cluster_3_high_exposure'}),0.05333258480582729,0.4184837672349236,1.2430437187546604,eclat,Portfolio-wide,356255,19000,"{external_score_middle, previous_two_to_four} -> {cluster_3_high_exposure}","{external_score_middle, previous_two_to_four} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'external_score_middle'})",frozenset({'previous_two_to_four'}),0.05333258480582729,0.47224914870877144,1.2292756241560359,eclat,Portfolio-wide,356255,19000,"{cluster_3_high_exposure, external_score_middle} -> {previous_two_to_four}","{cluster_3_high_exposure, external_score_middle} -> {previous_two_to_four}"
"frozenset({'external_score_middle', 'repayment_clean_observed'})",frozenset({'cluster_3_high_exposure'}),0.06058020238312445,0.4116659672681494,1.2227924591169912,eclat,Portfolio-wide,356255,21582,"{external_score_middle, repayment_clean_observed} -> {cluster_3_high_exposure}","{external_score_middle, repayment_clean_observed} -> {cluster_3_high_exposure}"
frozenset({'external_score_strong'}),frozenset({'cluster_3_high_exposure'}),0.14425341398717212,0.4329777912580461,1.2860960589695858,eclat,Portfolio-wide,356255,51391,{external_score_strong} -> {cluster_3_high_exposure},{external_score_strong} -> {cluster_3_high_exposure}
frozenset({'cluster_3_high_exposure'}),frozenset({'external_score_strong'}),0.14425341398717212,0.4284832870590394,1.2860960589695858,eclat,Portfolio-wide,356255,51391,{cluster_3_high_exposure} -> {external_score_strong},{cluster_3_high_exposure} -> {external_score_strong}
"frozenset({'external_score_strong', 'income_q3'})",frozenset({'cluster_3_high_exposure'}),0.03962891748887735,0.4554046643656656,1.3527117461966716,eclat,Portfolio-wide,356255,14118,"{external_score_strong, income_q3} -> {cluster_3_high_exposure}","{external_score_strong, income_q3} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'income_q3'})",frozenset({'external_score_strong'}),0.03962891748887735,0.43342645749547165,1.3009330250989894,eclat,Portfolio-wide,356255,14118,"{cluster_3_high_exposure, income_q3} -> {external_score_strong}","{cluster_3_high_exposure, income_q3} -> {external_score_strong}"
"frozenset({'external_score_strong', 'income_q4'})",frozenset({'cluster_3_high_exposure'}),0.04631513943663949,0.5169334878912246,1.5354739548987237,eclat,Portfolio-wide,356255,16500,"{external_score_strong, income_q4} -> {cluster_3_high_exposure}","{external_score_strong, income_q4} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'income_q4'})",frozenset({'external_score_strong'}),0.04631513943663949,0.4746972007249921,1.424807495402235,eclat,Portfolio-wide,356255,16500,"{cluster_3_high_exposure, income_q4} -> {external_score_strong}","{cluster_3_high_exposure, income_q4} -> {external_score_strong}"
"frozenset({'external_score_strong', 'leverage_3_to_6x'})",frozenset({'cluster_3_high_exposure'}),0.07123268445355153,0.5793174295171785,1.720776164591764,eclat,Portfolio-wide,356255,25377,"{external_score_strong, leverage_3_to_6x} -> {cluster_3_high_exposure}","{external_score_strong, leverage_3_to_6x} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'leverage_3_to_6x'})",frozenset({'external_score_strong'}),0.07123268445355153,0.4225978351373856,1.2684308273250877,eclat,Portfolio-wide,356255,25377,"{cluster_3_high_exposure, leverage_3_to_6x} -> {external_score_strong}","{cluster_3_high_exposure, leverage_3_to_6x} -> {external_score_strong}"
"frozenset({'external_score_strong', 'cluster_3_high_exposure'})",frozenset({'leverage_3_to_6x'}),0.07123268445355153,0.4938024167655815,1.3729558579029613,eclat,Portfolio-wide,356255,25377,"{cluster_3_high_exposure, external_score_strong} -> {leverage_3_to_6x}","{cluster_3_high_exposure, external_score_strong} -> {leverage_3_to_6x}"
"frozenset({'external_score_strong', 'leverage_over_6x'})",frozenset({'cluster_3_high_exposure'}),0.05174944913053852,0.8081357120939816,2.4004468021714853,eclat,Portfolio-wide,356255,18436,"{external_score_strong, leverage_over_6x} -> {cluster_3_high_exposure}","{external_score_strong, leverage_over_6x} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'leverage_over_6x'})",frozenset({'external_score_strong'}),0.05174944913053852,0.4045466514526464,1.2142500531902956,eclat,Portfolio-wide,356255,18436,"{cluster_3_high_exposure, leverage_over_6x} -> {external_score_strong}","{cluster_3_high_exposure, leverage_over_6x} -> {external_score_strong}"
"frozenset({'external_score_strong', 'cluster_3_high_exposure'})",frozenset({'leverage_over_6x'}),0.05174944913053852,0.35873985717343504,2.162777834856192,eclat,Portfolio-wide,356255,18436,"{cluster_3_high_exposure, external_score_strong} -> {leverage_over_6x}","{cluster_3_high_exposure, external_score_strong} -> {leverage_over_6x}"
"frozenset({'external_score_strong', 'previous_approval_high'})",frozenset({'cluster_3_high_exposure'}),0.09090679429060644,0.4792175315547269,1.4234443224695401,eclat,Portfolio-wide,356255,32386,"{external_score_strong, previous_approval_high} -> {cluster_3_high_exposure}","{external_score_strong, previous_approval_high} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'previous_approval_high'})",frozenset({'external_score_strong'}),0.09090679429060644,0.4361633356677261,1.3091477871154396,eclat,Portfolio-wide,356255,32386,"{cluster_3_high_exposure, previous_approval_high} -> {external_score_strong}","{cluster_3_high_exposure, previous_approval_high} -> {external_score_strong}"
"frozenset({'external_score_strong', 'cluster_3_high_exposure'})",frozenset({'previous_approval_high'}),0.09090679429060644,0.6301881652429413,1.2022216767801057,eclat,Portfolio-wide,356255,32386,"{cluster_3_high_exposure, external_score_strong} -> {previous_approval_high}","{cluster_3_high_exposure, external_score_strong} -> {previous_approval_high}"
"frozenset({'cluster_3_high_exposure', 'previous_deep'})",frozenset({'external_score_strong'}),0.03138201569100785,0.42480431643741934,1.2750535988306948,eclat,Portfolio-wide,356255,11180,"{cluster_3_high_exposure, previous_deep} -> {external_score_strong}","{cluster_3_high_exposure, previous_deep} -> {external_score_strong}"
"frozenset({'external_score_strong', 'previous_one'})",frozenset({'cluster_3_high_exposure'}),0.03358830051508049,0.5604421338578989,1.6647099093486228,eclat,Portfolio-wide,356255,11966,"{external_score_strong, previous_one} -> {cluster_3_high_exposure}","{external_score_strong, previous_one} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'previous_one'})",frozenset({'external_score_strong'}),0.03358830051508049,0.43780184399238986,1.3140657831320464,eclat,Portfolio-wide,356255,11966,"{cluster_3_high_exposure, previous_one} -> {external_score_strong}","{cluster_3_high_exposure, previous_one} -> {external_score_strong}"
"frozenset({'cluster_3_high_exposure', 'previous_outcome_mixed'})",frozenset({'external_score_strong'}),0.03828998891243632,0.4061755597903764,1.2191392347683125,eclat,Portfolio-wide,356255,13641,"{cluster_3_high_exposure, previous_outcome_mixed} -> {external_score_strong}","{cluster_3_high_exposure, previous_outcome_mixed} -> {external_score_strong}"
"frozenset({'external_score_strong', 'previous_two_to_four'})",frozenset({'cluster_3_high_exposure'}),0.0662502982414282,0.505352860568688,1.501075425781018,eclat,Portfolio-wide,356255,23602,"{external_score_strong, previous_two_to_four} -> {cluster_3_high_exposure}","{external_score_strong, previous_two_to_four} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'previous_two_to_four'})",frozenset({'external_score_strong'}),0.0662502982414282,0.4197926115646622,1.2600109260351897,eclat,Portfolio-wide,356255,23602,"{cluster_3_high_exposure, previous_two_to_four} -> {external_score_strong}","{cluster_3_high_exposure, previous_two_to_four} -> {external_score_strong}"
"frozenset({'external_score_strong', 'repayment_clean_observed'})",frozenset({'cluster_3_high_exposure'}),0.08188235954583094,0.5117988666070143,1.520222326913979,eclat,Portfolio-wide,356255,29171,"{external_score_strong, repayment_clean_observed} -> {cluster_3_high_exposure}","{external_score_strong, repayment_clean_observed} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'repayment_clean_observed'})",frozenset({'external_score_strong'}),0.08188235954583094,0.4467638680430055,1.3409653709572753,eclat,Portfolio-wide,356255,29171,"{cluster_3_high_exposure, repayment_clean_observed} -> {external_score_strong}","{cluster_3_high_exposure, repayment_clean_observed} -> {external_score_strong}"
"frozenset({'external_score_strong', 'cluster_3_high_exposure'})",frozenset({'repayment_clean_observed'}),0.08188235954583094,0.5676285730964565,1.2659195284175617,eclat,Portfolio-wide,356255,29171,"{cluster_3_high_exposure, external_score_strong} -> {repayment_clean_observed}","{cluster_3_high_exposure, external_score_strong} -> {repayment_clean_observed}"
"frozenset({'external_score_weak', 'cluster_3_high_exposure'})",frozenset({'leverage_3_to_6x'}),0.039842247828100655,0.5024958402662228,1.3971268346240067,eclat,Portfolio-wide,356255,14194,"{cluster_3_high_exposure, external_score_weak} -> {leverage_3_to_6x}","{cluster_3_high_exposure, external_score_weak} -> {leverage_3_to_6x}"
"frozenset({'external_score_weak', 'leverage_over_6x'})",frozenset({'cluster_3_high_exposure'}),0.03348444232361651,0.7268019253031135,2.158856899029163,eclat,Portfolio-wide,356255,11929,"{external_score_weak, leverage_over_6x} -> {cluster_3_high_exposure}","{external_score_weak, leverage_over_6x} -> {cluster_3_high_exposure}"
"frozenset({'external_score_weak', 'cluster_3_high_exposure'})",frozenset({'leverage_over_6x'}),0.03348444232361651,0.42231033384076183,2.546032762174924,eclat,Portfolio-wide,356255,11929,"{cluster_3_high_exposure, external_score_weak} -> {leverage_over_6x}","{cluster_3_high_exposure, external_score_weak} -> {leverage_over_6x}"
"frozenset({'external_score_weak', 'cluster_3_high_exposure'})",frozenset({'previous_two_to_four'}),0.03817209583023396,0.48143165645909297,1.2531779074676257,eclat,Portfolio-wide,356255,13599,"{cluster_3_high_exposure, external_score_weak} -> {previous_two_to_four}","{cluster_3_high_exposure, external_score_weak} -> {previous_two_to_four}"
"frozenset({'income_q1', 'leverage_over_6x'})",frozenset({'cluster_3_high_exposure'}),0.06348823174411587,0.7621133499561965,2.2637442281251388,eclat,Portfolio-wide,356255,22618,"{income_q1, leverage_over_6x} -> {cluster_3_high_exposure}","{income_q1, leverage_over_6x} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'leverage_over_6x'})",frozenset({'income_q1'}),0.06348823174411587,0.4963135258492057,1.5505526922154882,eclat,Portfolio-wide,356255,22618,"{cluster_3_high_exposure, leverage_over_6x} -> {income_q1}","{cluster_3_high_exposure, leverage_over_6x} -> {income_q1}"
"frozenset({'cluster_3_high_exposure', 'income_q1'})",frozenset({'leverage_over_6x'}),0.06348823174411587,0.7074315025647442,4.264976814902236,eclat,Portfolio-wide,356255,22618,"{cluster_3_high_exposure, income_q1} -> {leverage_over_6x}","{cluster_3_high_exposure, income_q1} -> {leverage_over_6x}"
"frozenset({'cluster_3_high_exposure', 'income_q1'})",frozenset({'previous_approval_high'}),0.05889040153822402,0.6561991742774927,1.2518433622083074,eclat,Portfolio-wide,356255,20980,"{cluster_3_high_exposure, income_q1} -> {previous_approval_high}","{cluster_3_high_exposure, income_q1} -> {previous_approval_high}"
"frozenset({'cluster_3_high_exposure', 'income_q1'})",frozenset({'previous_two_to_four'}),0.04293834472498632,0.47844989365694984,1.2454163088713937,eclat,Portfolio-wide,356255,15297,"{cluster_3_high_exposure, income_q1} -> {previous_two_to_four}","{cluster_3_high_exposure, income_q1} -> {previous_two_to_four}"
"frozenset({'cluster_3_high_exposure', 'income_q1'})",frozenset({'repayment_clean_observed'}),0.04942807820241119,0.5507631677718003,1.2283064712758245,eclat,Portfolio-wide,356255,17609,"{cluster_3_high_exposure, income_q1} -> {repayment_clean_observed}","{cluster_3_high_exposure, income_q1} -> {repayment_clean_observed}"
"frozenset({'income_q2', 'leverage_3_to_6x'})",frozenset({'cluster_3_high_exposure'}),0.03114342254845546,0.4531160663236135,1.3459138064827278,eclat,Portfolio-wide,356255,11095,"{income_q2, leverage_3_to_6x} -> {cluster_3_high_exposure}","{income_q2, leverage_3_to_6x} -> {cluster_3_high_exposure}"
"frozenset({'income_q2', 'cluster_3_high_exposure'})",frozenset({'leverage_3_to_6x'}),0.03114342254845546,0.5377308195608975,1.4950932875680356,eclat,Portfolio-wide,356255,11095,"{cluster_3_high_exposure, income_q2} -> {leverage_3_to_6x}","{cluster_3_high_exposure, income_q2} -> {leverage_3_to_6x}"
"frozenset({'income_q2', 'cluster_3_high_exposure'})",frozenset({'repayment_clean_observed'}),0.031783413566125386,0.5487810788542625,1.2238860365290614,eclat,Portfolio-wide,356255,11323,"{cluster_3_high_exposure, income_q2} -> {repayment_clean_observed}","{cluster_3_high_exposure, income_q2} -> {repayment_clean_observed}"
"frozenset({'income_q3', 'leverage_3_to_6x'})",frozenset({'cluster_3_high_exposure'}),0.056695344626742084,0.5614610552065381,1.6677364634983802,eclat,Portfolio-wide,356255,20198,"{income_q3, leverage_3_to_6x} -> {cluster_3_high_exposure}","{income_q3, leverage_3_to_6x} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'income_q3'})",frozenset({'leverage_3_to_6x'}),0.056695344626742084,0.6200841187486569,1.7240663356913397,eclat,Portfolio-wide,356255,20198,"{cluster_3_high_exposure, income_q3} -> {leverage_3_to_6x}","{cluster_3_high_exposure, income_q3} -> {leverage_3_to_6x}"
"frozenset({'income_q3', 'previous_approval_high'})",frozenset({'cluster_3_high_exposure'}),0.05620693042904661,0.4280919294494923,1.2715833339672402,eclat,Portfolio-wide,356255,20024,"{income_q3, previous_approval_high} -> {cluster_3_high_exposure}","{income_q3, previous_approval_high} -> {cluster_3_high_exposure}"
"frozenset({'income_q3', 'previous_two_to_four'})",frozenset({'cluster_3_high_exposure'}),0.04293553774683864,0.43936347446429597,1.3050637801118734,eclat,Portfolio-wide,356255,15296,"{income_q3, previous_two_to_four} -> {cluster_3_high_exposure}","{income_q3, previous_two_to_four} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'income_q3'})",frozenset({'previous_two_to_four'}),0.04293553774683864,0.46959137936327633,1.222357388135962,eclat,Portfolio-wide,356255,15296,"{cluster_3_high_exposure, income_q3} -> {previous_two_to_four}","{cluster_3_high_exposure, income_q3} -> {previous_two_to_four}"
"frozenset({'income_q3', 'repayment_clean_observed'})",frozenset({'cluster_3_high_exposure'}),0.0506126229807301,0.4381135192924483,1.3013509743909817,eclat,Portfolio-wide,356255,18031,"{income_q3, repayment_clean_observed} -> {cluster_3_high_exposure}","{income_q3, repayment_clean_observed} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'income_q3'})",frozenset({'repayment_clean_observed'}),0.0506126229807301,0.5535566266539772,1.2345364151482556,eclat,Portfolio-wide,356255,18031,"{cluster_3_high_exposure, income_q3} -> {repayment_clean_observed}","{cluster_3_high_exposure, income_q3} -> {repayment_clean_observed}"
frozenset({'income_q4'}),frozenset({'cluster_3_high_exposure'}),0.09756775343503951,0.41091145525475825,1.220551293527301,eclat,Portfolio-wide,356255,34759,{income_q4} -> {cluster_3_high_exposure},{income_q4} -> {cluster_3_high_exposure}
"frozenset({'income_q4', 'leverage_3_to_6x'})",frozenset({'cluster_3_high_exposure'}),0.05452555051858921,0.6659695556774547,1.9781634029354715,eclat,Portfolio-wide,356255,19425,"{income_q4, leverage_3_to_6x} -> {cluster_3_high_exposure}","{income_q4, leverage_3_to_6x} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'income_q4'})",frozenset({'leverage_3_to_6x'}),0.05452555051858921,0.5588480681262407,1.5538071559822204,eclat,Portfolio-wide,356255,19425,"{cluster_3_high_exposure, income_q4} -> {leverage_3_to_6x}","{cluster_3_high_exposure, income_q4} -> {leverage_3_to_6x}"
"frozenset({'cluster_3_high_exposure', 'leverage_under_3x'})",frozenset({'income_q4'}),0.03270129542041515,0.8138316451274886,3.4274925255336735,eclat,Portfolio-wide,356255,11650,"{cluster_3_high_exposure, leverage_under_3x} -> {income_q4}","{cluster_3_high_exposure, leverage_under_3x} -> {income_q4}"
"frozenset({'previous_approval_high', 'income_q4'})",frozenset({'cluster_3_high_exposure'}),0.05711358437074567,0.5042252124996902,1.4977259150977358,eclat,Portfolio-wide,356255,20347,"{income_q4, previous_approval_high} -> {cluster_3_high_exposure}","{income_q4, previous_approval_high} -> {cluster_3_high_exposure}"
"frozenset({'income_q4', 'previous_two_to_four'})",frozenset({'cluster_3_high_exposure'}),0.044372710558448304,0.5299363057324841,1.5740968891895422,eclat,Portfolio-wide,356255,15808,"{income_q4, previous_two_to_four} -> {cluster_3_high_exposure}","{income_q4, previous_two_to_four} -> {cluster_3_high_exposure}"
"frozenset({'repayment_clean_observed', 'income_q4'})",frozenset({'cluster_3_high_exposure'}),0.05145471642503263,0.5155094350234821,1.53124401789515,eclat,Portfolio-wide,356255,18331,"{income_q4, repayment_clean_observed} -> {cluster_3_high_exposure}","{income_q4, repayment_clean_observed} -> {cluster_3_high_exposure}"
frozenset({'leverage_3_to_6x'}),frozenset({'cluster_3_high_exposure'}),0.16855903776789097,0.46865732213654665,1.392076792797514,eclat,Portfolio-wide,356255,60050,{leverage_3_to_6x} -> {cluster_3_high_exposure},{leverage_3_to_6x} -> {cluster_3_high_exposure}
frozenset({'cluster_3_high_exposure'}),frozenset({'leverage_3_to_6x'}),0.16855903776789097,0.5006795234164603,1.392076792797514,eclat,Portfolio-wide,356255,60050,{cluster_3_high_exposure} -> {leverage_3_to_6x},{cluster_3_high_exposure} -> {leverage_3_to_6x}
"frozenset({'previous_approval_high', 'leverage_3_to_6x'})",frozenset({'cluster_3_high_exposure'}),0.10382731470435502,0.5444442808990417,1.6171906691987303,eclat,Portfolio-wide,356255,36989,"{leverage_3_to_6x, previous_approval_high} -> {cluster_3_high_exposure}","{leverage_3_to_6x, previous_approval_high} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'previous_approval_high'})",frozenset({'leverage_3_to_6x'}),0.10382731470435502,0.4981549318536874,1.3850574817183483,eclat,Portfolio-wide,356255,36989,"{cluster_3_high_exposure, previous_approval_high} -> {leverage_3_to_6x}","{cluster_3_high_exposure, previous_approval_high} -> {leverage_3_to_6x}"
"frozenset({'cluster_3_high_exposure', 'previous_deep'})",frozenset({'leverage_3_to_6x'}),0.03604159941614855,0.4878790181624744,1.3564865889510218,eclat,Portfolio-wide,356255,12840,"{cluster_3_high_exposure, previous_deep} -> {leverage_3_to_6x}","{cluster_3_high_exposure, previous_deep} -> {leverage_3_to_6x}"
"frozenset({'previous_one', 'leverage_3_to_6x'})",frozenset({'cluster_3_high_exposure'}),0.03850051227351195,0.6243627093954843,1.8545764612729039,eclat,Portfolio-wide,356255,13716,"{leverage_3_to_6x, previous_one} -> {cluster_3_high_exposure}","{leverage_3_to_6x, previous_one} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'previous_one'})",frozenset({'leverage_3_to_6x'}),0.03850051227351195,0.5018293575296356,1.3952737627346825,eclat,Portfolio-wide,356255,13716,"{cluster_3_high_exposure, previous_one} -> {leverage_3_to_6x}","{cluster_3_high_exposure, previous_one} -> {leverage_3_to_6x}"
"frozenset({'previous_outcome_mixed', 'leverage_3_to_6x'})",frozenset({'cluster_3_high_exposure'}),0.04873475459993544,0.42258731897286117,1.255232708177432,eclat,Portfolio-wide,356255,17362,"{leverage_3_to_6x, previous_outcome_mixed} -> {cluster_3_high_exposure}","{leverage_3_to_6x, previous_outcome_mixed} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'previous_outcome_mixed'})",frozenset({'leverage_3_to_6x'}),0.04873475459993544,0.5169723677941878,1.4373770087762492,eclat,Portfolio-wide,356255,17362,"{cluster_3_high_exposure, previous_outcome_mixed} -> {leverage_3_to_6x}","{cluster_3_high_exposure, previous_outcome_mixed} -> {leverage_3_to_6x}"
"frozenset({'previous_two_to_four', 'leverage_3_to_6x'})",frozenset({'cluster_3_high_exposure'}),0.08053781701309455,0.5738055716657,1.7044040115540988,eclat,Portfolio-wide,356255,28692,"{leverage_3_to_6x, previous_two_to_four} -> {cluster_3_high_exposure}","{leverage_3_to_6x, previous_two_to_four} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'previous_two_to_four'})",frozenset({'leverage_3_to_6x'}),0.08053781701309455,0.5103249559788698,1.418894711643089,eclat,Portfolio-wide,356255,28692,"{cluster_3_high_exposure, previous_two_to_four} -> {leverage_3_to_6x}","{cluster_3_high_exposure, previous_two_to_four} -> {leverage_3_to_6x}"
"frozenset({'cluster_3_high_exposure', 'leverage_3_to_6x'})",frozenset({'previous_two_to_four'}),0.08053781701309455,0.47780183180682767,1.2437293886567593,eclat,Portfolio-wide,356255,28692,"{cluster_3_high_exposure, leverage_3_to_6x} -> {previous_two_to_four}","{cluster_3_high_exposure, leverage_3_to_6x} -> {previous_two_to_four}"
"frozenset({'repayment_clean_observed', 'leverage_3_to_6x'})",frozenset({'cluster_3_high_exposure'}),0.09256852535403012,0.5786426165075801,1.7187717330257382,eclat,Portfolio-wide,356255,32978,"{leverage_3_to_6x, repayment_clean_observed} -> {cluster_3_high_exposure}","{leverage_3_to_6x, repayment_clean_observed} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'repayment_clean_observed'})",frozenset({'leverage_3_to_6x'}),0.09256852535403012,0.5050693785033847,1.4042822358093476,eclat,Portfolio-wide,356255,32978,"{cluster_3_high_exposure, repayment_clean_observed} -> {leverage_3_to_6x}","{cluster_3_high_exposure, repayment_clean_observed} -> {leverage_3_to_6x}"
"frozenset({'cluster_3_high_exposure', 'leverage_3_to_6x'})",frozenset({'repayment_clean_observed'}),0.09256852535403012,0.5491756869275605,1.2247660874809259,eclat,Portfolio-wide,356255,32978,"{cluster_3_high_exposure, leverage_3_to_6x} -> {repayment_clean_observed}","{cluster_3_high_exposure, leverage_3_to_6x} -> {repayment_clean_observed}"
"frozenset({'cluster_3_high_exposure', 'repayment_some_late'})",frozenset({'leverage_3_to_6x'}),0.05885110384415657,0.5017950313532142,1.3951783230944599,eclat,Portfolio-wide,356255,20966,"{cluster_3_high_exposure, repayment_some_late} -> {leverage_3_to_6x}","{cluster_3_high_exposure, repayment_some_late} -> {leverage_3_to_6x}"
frozenset({'leverage_over_6x'}),frozenset({'cluster_3_high_exposure'}),0.12791960814585057,0.7712042239220198,2.290747315618526,eclat,Portfolio-wide,356255,45572,{leverage_over_6x} -> {cluster_3_high_exposure},{leverage_over_6x} -> {cluster_3_high_exposure}
frozenset({'cluster_3_high_exposure'}),frozenset({'leverage_over_6x'}),0.12791960814585057,0.37996614889483643,2.290747315618526,eclat,Portfolio-wide,356255,45572,{cluster_3_high_exposure} -> {leverage_over_6x},{cluster_3_high_exposure} -> {leverage_over_6x}
"frozenset({'previous_approval_high', 'leverage_over_6x'})",frozenset({'cluster_3_high_exposure'}),0.08100938934190398,0.8279542129271021,2.4593147079412088,eclat,Portfolio-wide,356255,28860,"{leverage_over_6x, previous_approval_high} -> {cluster_3_high_exposure}","{leverage_over_6x, previous_approval_high} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'previous_approval_high'})",frozenset({'leverage_over_6x'}),0.08100938934190398,0.38867639928890807,2.3432598427650095,eclat,Portfolio-wide,356255,28860,"{cluster_3_high_exposure, previous_approval_high} -> {leverage_over_6x}","{cluster_3_high_exposure, previous_approval_high} -> {leverage_over_6x}"
"frozenset({'cluster_3_high_exposure', 'leverage_over_6x'})",frozenset({'previous_approval_high'}),0.08100938934190398,0.6332835951900291,1.2081268860280587,eclat,Portfolio-wide,356255,28860,"{cluster_3_high_exposure, leverage_over_6x} -> {previous_approval_high}","{cluster_3_high_exposure, leverage_over_6x} -> {previous_approval_high}"
"frozenset({'previous_deep', 'leverage_over_6x'})",frozenset({'cluster_3_high_exposure'}),0.0314774529480288,0.56072803640182,1.665559140284736,eclat,Portfolio-wide,356255,11214,"{leverage_over_6x, previous_deep} -> {cluster_3_high_exposure}","{leverage_over_6x, previous_deep} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'previous_deep'})",frozenset({'leverage_over_6x'}),0.0314774529480288,0.42609620791853486,2.568857113518203,eclat,Portfolio-wide,356255,11214,"{cluster_3_high_exposure, previous_deep} -> {leverage_over_6x}","{cluster_3_high_exposure, previous_deep} -> {leverage_over_6x}"
"frozenset({'previous_outcome_mixed', 'leverage_over_6x'})",frozenset({'cluster_3_high_exposure'}),0.03403741701870851,0.7329545454545454,2.1771323410699708,eclat,Portfolio-wide,356255,12126,"{leverage_over_6x, previous_outcome_mixed} -> {cluster_3_high_exposure}","{leverage_over_6x, previous_outcome_mixed} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'previous_outcome_mixed'})",frozenset({'leverage_over_6x'}),0.03403741701870851,0.3610647927584564,2.1767944517728943,eclat,Portfolio-wide,356255,12126,"{cluster_3_high_exposure, previous_outcome_mixed} -> {leverage_over_6x}","{cluster_3_high_exposure, previous_outcome_mixed} -> {leverage_over_6x}"
"frozenset({'leverage_over_6x', 'previous_two_to_four'})",frozenset({'cluster_3_high_exposure'}),0.058045501115773813,0.8431116728503283,2.5043376857124464,eclat,Portfolio-wide,356255,20679,"{leverage_over_6x, previous_two_to_four} -> {cluster_3_high_exposure}","{leverage_over_6x, previous_two_to_four} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'previous_two_to_four'})",frozenset({'leverage_over_6x'}),0.058045501115773813,0.36780321220852674,2.21741916613668,eclat,Portfolio-wide,356255,20679,"{cluster_3_high_exposure, previous_two_to_four} -> {leverage_over_6x}","{cluster_3_high_exposure, previous_two_to_four} -> {leverage_over_6x}"
"frozenset({'repayment_clean_observed', 'leverage_over_6x'})",frozenset({'cluster_3_high_exposure'}),0.06884113907173232,0.8972998682862579,2.6652956516864754,eclat,Portfolio-wide,356255,24525,"{leverage_over_6x, repayment_clean_observed} -> {cluster_3_high_exposure}","{leverage_over_6x, repayment_clean_observed} -> {cluster_3_high_exposure}"
"frozenset({'cluster_3_high_exposure', 'repayment_clean_observed'})",frozenset({'leverage_over_6x'}),0.06884113907173232,0.3756087848806935,2.264477554621124,eclat,Portfolio-wide,356255,24525,"{cluster_3_high_exposure, repayment_clean_observed} -> {leverage_over_6x}","{cluster_3_high_exposure, repayment_clean_observed} -> {leverage_over_6x}"
"frozenset({'cluster_3_high_exposure', 'leverage_over_6x'})",frozenset({'repayment_clean_observed'}),0.06884113907173232,0.5381593961204248,1.2001976666429741,eclat,Portfolio-wide,356255,24525,"{cluster_3_high_exposure, leverage_over_6x} -> {repayment_clean_observed}","{cluster_3_high_exposure, leverage_over_6x} -> {repayment_clean_observed}"
"frozenset({'repayment_some_late', 'leverage_over_6x'})",frozenset({'cluster_3_high_exposure'}),0.04552637857714278,0.6646586345381525,1.974269506886028,eclat,Portfolio-wide,356255,16219,"{leverage_over_6x, repayment_some_late} -> {cluster_3_high_exposure}","{leverage_over_6x, repayment_some_late} -> {cluster_3_high_exposure}"
