normalized_rule,support,confidence,lift,support_min,support_max,confidence_min,confidence_max,lift_min,lift_max,algorithm,rule_str,context_n,support_count,appears_in,n_algos,metric_spread,is_consistent,context
"{external_score_middle, previous_outcome_mixed} -> {previous_deep}",0.062427194004294674,0.5696721311475409,1.4338903967299519,0.062427194004294674,0.062427194004294674,0.5696721311475409,0.5696721311475409,1.4338903967299519,1.4338903967299519,"['apriori', 'eclat', 'fpgrowth']","{external_score_middle, previous_outcome_mixed} -> {previous_deep}",356255,22240,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_middle, previous_refusals_repeated} -> {previous_deep}",0.03325427011550715,0.9761061217763863,2.4569030459416723,0.03325427011550715,0.03325427011550715,0.9761061217763862,0.9761061217763862,2.4569030459416723,2.4569030459416723,"['apriori', 'eclat', 'fpgrowth']","{external_score_middle, previous_refusals_repeated} -> {previous_deep}",356255,11847,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_middle, repayment_some_late} -> {previous_deep}",0.08151745238663317,0.5414157609202259,1.3627678409648014,0.08151745238663317,0.08151745238663317,0.5414157609202259,0.5414157609202259,1.3627678409648014,1.3627678409648014,"['apriori', 'eclat', 'fpgrowth']","{external_score_middle, repayment_some_late} -> {previous_deep}",356255,29041,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, income_q1} -> {burden_20_to_35pct}",0.04060574588426829,0.40950008492328593,1.413888727133341,0.04060574588426829,0.04060574588426829,0.40950008492328593,0.40950008492328593,1.4138887271333407,1.4138887271333407,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, income_q1} -> {burden_20_to_35pct}",356255,14466,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, income_q1} -> {bureau_debt_low}",0.061206158510056,0.6172507501556928,1.223297114451662,0.061206158510056,0.061206158510056,0.6172507501556928,0.6172507501556928,1.223297114451662,1.223297114451662,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, income_q1} -> {bureau_debt_low}",356255,21805,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, income_q1} -> {credit_small}",0.05012982273932998,0.5055483213497142,1.513467258446924,0.05012982273932998,0.05012982273932998,0.5055483213497142,0.5055483213497142,1.5134672584469242,1.5134672584469242,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, income_q1} -> {credit_small}",356255,17859,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, income_q3} -> {credit_large}",0.037470351293315184,0.4305990129350666,1.3371021141585502,0.037470351293315184,0.037470351293315184,0.43059901293506664,0.43059901293506664,1.3371021141585504,1.3371021141585504,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, income_q3} -> {credit_large}",356255,13349,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, income_q4} -> {burden_under_20pct}",0.07510070034104785,0.838215482941195,1.276829318547153,0.07510070034104785,0.07510070034104785,0.838215482941195,0.838215482941195,1.276829318547153,1.276829318547153,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, income_q4} -> {burden_under_20pct}",356255,26755,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, income_q4} -> {credit_large}",0.05428695737603683,0.6059087064131082,1.8814762412244777,0.05428695737603683,0.05428695737603683,0.6059087064131082,0.6059087064131082,1.8814762412244777,1.8814762412244777,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, income_q4} -> {credit_large}",356255,19340,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, leverage_3_to_6x} -> {burden_20_to_35pct}",0.044417622208811104,0.36123730167789064,1.247250898026351,0.044417622208811104,0.044417622208811104,0.36123730167789064,0.36123730167789064,1.247250898026351,1.247250898026351,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, leverage_3_to_6x} -> {burden_20_to_35pct}",356255,15824,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, leverage_3_to_6x} -> {credit_large}",0.0615570307785154,0.500627782216642,1.5545564339445452,0.06155703077851539,0.06155703077851539,0.500627782216642,0.500627782216642,1.5545564339445452,1.5545564339445452,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, leverage_3_to_6x} -> {credit_large}",356255,21930,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, leverage_over_6x} -> {burden_20_to_35pct}",0.04248642124321062,0.6634813483540087,2.2908146631439643,0.04248642124321062,0.04248642124321062,0.6634813483540087,0.6634813483540087,2.2908146631439643,2.2908146631439643,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, leverage_over_6x} -> {burden_20_to_35pct}",356255,15136,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, leverage_over_6x} -> {bureau_debt_low}",0.039379096433734266,0.6149563845175997,1.2187500306872951,0.039379096433734266,0.039379096433734266,0.6149563845175997,0.6149563845175997,1.2187500306872951,1.2187500306872951,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, leverage_over_6x} -> {bureau_debt_low}",356255,14029,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, leverage_over_6x} -> {credit_large}",0.05344767090988197,0.8346556787796432,2.591784558639929,0.053447670909881964,0.053447670909881964,0.8346556787796432,0.8346556787796432,2.591784558639929,2.591784558639929,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, leverage_over_6x} -> {credit_large}",356255,19041,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, leverage_under_3x} -> {burden_under_20pct}",0.13184937755259576,0.9020240427084535,1.3740270457941213,0.13184937755259576,0.13184937755259576,0.9020240427084535,0.9020240427084535,1.3740270457941213,1.3740270457941213,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, leverage_under_3x} -> {burden_under_20pct}",356255,46972,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, leverage_under_3x} -> {credit_small}",0.086227561718432,0.5899105119637439,1.7660235581183652,0.08622756171843202,0.08622756171843202,0.5899105119637439,0.5899105119637439,1.7660235581183652,1.7660235581183652,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, leverage_under_3x} -> {credit_small}",356255,30719,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, previous_approval_high} -> {credit_large}",0.07374212291757308,0.38873351977626847,1.2071007956897577,0.07374212291757308,0.07374212291757308,0.38873351977626847,0.38873351977626847,1.2071007956897577,1.2071007956897577,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, previous_approval_high} -> {credit_large}",356255,26271,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, previous_deep} -> {bureau_debt_low}",0.07586139141906781,0.6174407712869252,1.2236737074350854,0.07586139141906781,0.07586139141906781,0.6174407712869252,0.6174407712869252,1.2236737074350854,1.2236737074350854,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, previous_deep} -> {bureau_debt_low}",356255,27026,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, previous_deep} -> {card_utilisation_moderate}",0.05388275252277161,0.43855520778597706,1.7085778632568183,0.05388275252277161,0.05388275252277161,0.438555207785977,0.438555207785977,1.7085778632568183,1.7085778632568183,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, previous_deep} -> {card_utilisation_moderate}",356255,19196,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, previous_deep} -> {previous_outcome_mixed}",0.056962007550771215,0.46361746361746353,1.4331731485187167,0.056962007550771215,0.056962007550771215,0.4636174636174636,0.4636174636174636,1.4331731485187167,1.4331731485187167,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, previous_deep} -> {previous_outcome_mixed}",356255,20293,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, previous_deep} -> {repayment_some_late}",0.07058988645773392,0.5745356514587283,1.2919427536021135,0.07058988645773392,0.07058988645773392,0.5745356514587283,0.5745356514587283,1.2919427536021135,1.2919427536021135,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, previous_deep} -> {repayment_some_late}",356255,25148,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, previous_one} -> {card_history_not_observed}",0.05677113303672931,0.9472624233057,1.3354609457760567,0.05677113303672931,0.05677113303672931,0.9472624233057,0.9472624233057,1.3354609457760565,1.3354609457760565,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, previous_one} -> {card_history_not_observed}",356255,20225,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, previous_one} -> {previous_approval_high}",0.059244080784831094,0.9885251276286825,1.885827760695692,0.059244080784831094,0.059244080784831094,0.9885251276286825,0.9885251276286825,1.885827760695692,1.885827760695692,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, previous_one} -> {previous_approval_high}",356255,21106,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, previous_one} -> {repayment_clean_observed}",0.0442604314325413,0.7385134185752423,1.6470251902099822,0.0442604314325413,0.0442604314325413,0.7385134185752423,0.7385134185752423,1.6470251902099822,1.6470251902099822,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, previous_one} -> {repayment_clean_observed}",356255,15768,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, previous_outcome_mixed} -> {previous_deep}",0.056962007550771215,0.5635535560554306,1.4184896678079049,0.056962007550771215,0.056962007550771215,0.5635535560554306,0.5635535560554306,1.4184896678079049,1.4184896678079049,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, previous_outcome_mixed} -> {previous_deep}",356255,20293,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, previous_two_to_four} -> {credit_large}",0.05121612328248024,0.39067317574511823,1.2131238426981825,0.05121612328248024,0.05121612328248024,0.39067317574511823,0.39067317574511823,1.2131238426981825,1.2131238426981825,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, previous_two_to_four} -> {credit_large}",356255,18246,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, previous_two_to_four} -> {previous_approval_high}",0.08705000631570083,0.6640116478245974,1.266747363212483,0.08705000631570083,0.08705000631570083,0.6640116478245974,0.6640116478245974,1.266747363212483,1.266747363212483,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, previous_two_to_four} -> {previous_approval_high}",356255,31012,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, previous_two_to_four} -> {repayment_clean_observed}",0.07090707498842122,0.5408744433025009,1.2062527375313472,0.07090707498842122,0.07090707498842122,0.5408744433025009,0.5408744433025009,1.2062527375313472,1.2062527375313472,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, previous_two_to_four} -> {repayment_clean_observed}",356255,25261,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, repayment_some_late} -> {card_utilisation_moderate}",0.048709491796606365,0.35358001548555357,1.3775209520335718,0.048709491796606365,0.048709491796606365,0.3535800154855536,0.3535800154855536,1.3775209520335718,1.3775209520335718,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, repayment_some_late} -> {card_utilisation_moderate}",356255,17353,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_strong, repayment_some_late} -> {previous_deep}",0.07058988645773392,0.5124088186152655,1.289756061494743,0.07058988645773392,0.07058988645773392,0.5124088186152655,0.5124088186152655,1.289756061494743,1.289756061494743,"['apriori', 'eclat', 'fpgrowth']","{external_score_strong, repayment_some_late} -> {previous_deep}",356255,25148,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, income_q1} -> {burden_20_to_35pct}",0.04632356037108251,0.3955751576020518,1.3658098658814992,0.04632356037108251,0.04632356037108251,0.3955751576020518,0.3955751576020518,1.3658098658814992,1.3658098658814992,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, income_q1} -> {burden_20_to_35pct}",356255,16503,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, income_q1} -> {credit_small}",0.0646475137191057,0.5520506244157338,1.6526818699105659,0.0646475137191057,0.0646475137191057,0.5520506244157338,0.5520506244157338,1.6526818699105659,1.6526818699105659,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, income_q1} -> {credit_small}",356255,23031,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, income_q3} -> {bureau_debt_moderate}",0.03229989754529761,0.3744427451108001,1.2662398329310016,0.03229989754529761,0.03229989754529761,0.3744427451108001,0.3744427451108001,1.2662398329310016,1.2662398329310016,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, income_q3} -> {bureau_debt_moderate}",356255,11507,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, income_q4} -> {burden_under_20pct}",0.05917952028743456,0.8936503899626991,1.3612717035859385,0.05917952028743456,0.05917952028743456,0.8936503899626991,0.8936503899626991,1.3612717035859385,1.3612717035859385,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, income_q4} -> {burden_under_20pct}",356255,21083,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, income_q4} -> {leverage_under_3x}",0.04499024575093683,0.6793828416412343,1.431888436138329,0.04499024575093683,0.04499024575093683,0.6793828416412343,0.6793828416412343,1.4318884361383293,1.4318884361383293,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, income_q4} -> {leverage_under_3x}",356255,16028,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, income_q4} -> {previous_deep}",0.03185078104166959,0.4809681247880637,1.2106184198928311,0.03185078104166959,0.03185078104166959,0.4809681247880637,0.4809681247880637,1.2106184198928311,1.2106184198928311,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, income_q4} -> {previous_deep}",356255,11347,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, leverage_3_to_6x} -> {burden_20_to_35pct}",0.04893685702656805,0.4193889824392591,1.4480323115583122,0.04893685702656805,0.04893685702656805,0.41938898243925904,0.41938898243925904,1.4480323115583122,1.4480323115583122,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, leverage_3_to_6x} -> {burden_20_to_35pct}",356255,17434,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, leverage_3_to_6x} -> {credit_medium}",0.060776690853461705,0.5208563868174164,1.514435238934093,0.060776690853461705,0.060776690853461705,0.5208563868174164,0.5208563868174164,1.514435238934093,1.514435238934093,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, leverage_3_to_6x} -> {credit_medium}",356255,21652,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, leverage_over_6x} -> {burden_20_to_35pct}",0.030208698825279646,0.6556997501980139,2.263946991275462,0.030208698825279646,0.030208698825279646,0.6556997501980139,0.6556997501980139,2.263946991275462,2.263946991275462,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, leverage_over_6x} -> {burden_20_to_35pct}",356255,10762,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, leverage_over_6x} -> {credit_large}",0.03400654025908408,0.7381344056540547,2.2920653431270943,0.03400654025908408,0.03400654025908408,0.7381344056540547,0.7381344056540547,2.2920653431270943,2.2920653431270943,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, leverage_over_6x} -> {credit_large}",356255,12115,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, leverage_under_3x} -> {burden_under_20pct}",0.1558743035185471,0.9147078686850385,1.393347949795354,0.1558743035185471,0.1558743035185471,0.9147078686850385,0.9147078686850385,1.393347949795354,1.393347949795354,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, leverage_under_3x} -> {burden_under_20pct}",356255,55531,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, leverage_under_3x} -> {bureau_debt_moderate}",0.06180685183365847,0.3626974583669637,1.2265212107426047,0.06180685183365847,0.06180685183365847,0.3626974583669637,0.3626974583669637,1.2265212107426047,1.2265212107426047,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, leverage_under_3x} -> {bureau_debt_moderate}",356255,22019,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, leverage_under_3x} -> {credit_small}",0.11042371335139156,0.6479928840863793,1.9399055883580225,0.11042371335139156,0.11042371335139156,0.6479928840863793,0.6479928840863793,1.9399055883580227,1.9399055883580227,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, leverage_under_3x} -> {credit_small}",356255,39339,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, previous_approval_high} -> {income_q1}",0.06276122440386801,0.3921186931130636,1.2250334992063217,0.06276122440386801,0.06276122440386801,0.3921186931130636,0.3921186931130636,1.2250334992063217,1.2250334992063217,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, previous_approval_high} -> {income_q1}",356255,22359,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, previous_deep} -> {bureau_debt_moderate}",0.05236979130117472,0.3781926538555096,1.2789207671576812,0.05236979130117472,0.05236979130117472,0.3781926538555096,0.3781926538555096,1.2789207671576812,1.2789207671576812,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, previous_deep} -> {bureau_debt_moderate}",356255,18657,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, previous_deep} -> {card_utilisation_moderate}",0.05371994779020645,0.3879429173761453,1.5113962143612811,0.05371994779020645,0.05371994779020645,0.3879429173761453,0.3879429173761453,1.5113962143612811,1.5113962143612811,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, previous_deep} -> {card_utilisation_moderate}",356255,19138,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, previous_deep} -> {previous_outcome_mixed}",0.06025739989614181,0.4351536528014271,1.3451834316349727,0.06025739989614181,0.06025739989614181,0.4351536528014271,0.4351536528014271,1.3451834316349727,1.3451834316349727,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, previous_deep} -> {previous_outcome_mixed}",356255,21467,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, previous_deep} -> {repayment_some_late}",0.0845153050483502,0.610334063082786,1.3724416719385841,0.0845153050483502,0.0845153050483502,0.610334063082786,0.610334063082786,1.3724416719385841,1.3724416719385841,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, previous_deep} -> {repayment_some_late}",356255,30109,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, previous_one} -> {card_history_not_observed}",0.05324556848324936,0.9655400590450981,1.3612289569528386,0.05324556848324936,0.05324556848324936,0.9655400590450982,0.9655400590450982,1.3612289569528386,1.3612289569528386,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, previous_one} -> {card_history_not_observed}",356255,18969,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, previous_one} -> {previous_approval_high}",0.054705197120040426,0.9920085513590552,1.8924731528960514,0.05470519712004042,0.05470519712004042,0.9920085513590553,0.9920085513590553,1.8924731528960514,1.8924731528960514,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, previous_one} -> {previous_approval_high}",356255,19489,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, previous_one} -> {repayment_clean_observed}",0.0377959607584455,0.6853812480912144,1.5285303585702923,0.0377959607584455,0.0377959607584455,0.6853812480912145,0.6853812480912145,1.5285303585702923,1.5285303585702923,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, previous_one} -> {repayment_clean_observed}",356255,13465,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, previous_outcome_mixed} -> {bureau_debt_moderate}",0.040569255168348514,0.3598585763015711,1.2169210633258616,0.040569255168348514,0.040569255168348514,0.3598585763015711,0.3598585763015711,1.2169210633258616,1.2169210633258616,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, previous_outcome_mixed} -> {bureau_debt_moderate}",356255,14453,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, previous_outcome_mixed} -> {previous_deep}",0.06025739989614181,0.5344969250305007,1.3453528195930466,0.06025739989614181,0.06025739989614181,0.5344969250305007,0.5344969250305007,1.3453528195930466,1.3453528195930466,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, previous_outcome_mixed} -> {previous_deep}",356255,21467,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, previous_outcome_mixed} -> {previous_two_to_four}",0.05203856787974906,0.4615940044319398,1.2015400333832673,0.05203856787974906,0.05203856787974906,0.4615940044319399,0.4615940044319399,1.2015400333832673,1.2015400333832673,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, previous_outcome_mixed} -> {previous_two_to_four}",356255,18539,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, previous_refusals_repeated} -> {previous_deep}",0.04507445509536708,0.9736842105263156,2.450806986307839,0.04507445509536708,0.04507445509536708,0.9736842105263157,0.9736842105263157,2.450806986307839,2.450806986307839,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, previous_refusals_repeated} -> {previous_deep}",356255,16058,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, previous_two_to_four} -> {previous_outcome_mixed}",0.05203856787974906,0.41476128685847247,1.2821448414227525,0.05203856787974906,0.05203856787974906,0.41476128685847247,0.41476128685847247,1.2821448414227525,1.2821448414227525,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, previous_two_to_four} -> {previous_outcome_mixed}",356255,18539,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, repayment_some_late} -> {bureau_debt_moderate}",0.057242705365538736,0.3663062221583561,1.2387248400556734,0.05724270536553873,0.05724270536553873,0.36630622215835607,0.36630622215835607,1.2387248400556734,1.2387248400556734,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, repayment_some_late} -> {bureau_debt_moderate}",356255,20393,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{external_score_weak, repayment_some_late} -> {previous_deep}",0.0845153050483502,0.5408284236240839,1.3612894865526188,0.0845153050483502,0.0845153050483502,0.5408284236240839,0.5408284236240839,1.3612894865526188,1.3612894865526188,"['apriori', 'eclat', 'fpgrowth']","{external_score_weak, repayment_some_late} -> {previous_deep}",356255,30109,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{income_q1, leverage_3_to_6x} -> {burden_20_to_35pct}",0.059367587823328793,0.5492935798878038,1.8965563844402513,0.059367587823328793,0.059367587823328793,0.5492935798878038,0.5492935798878038,1.896556384440251,1.896556384440251,"['apriori', 'eclat', 'fpgrowth']","{income_q1, leverage_3_to_6x} -> {burden_20_to_35pct}",356255,21150,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{income_q1, leverage_3_to_6x} -> {credit_medium}",0.068290971354788,0.6318564305007272,1.8371775186330783,0.068290971354788,0.068290971354788,0.6318564305007272,0.6318564305007272,1.8371775186330783,1.8371775186330783,"['apriori', 'eclat', 'fpgrowth']","{income_q1, leverage_3_to_6x} -> {credit_medium}",356255,24329,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{income_q1, leverage_over_6x} -> {burden_20_to_35pct}",0.04890598026694362,0.587067861715749,2.026980365334162,0.04890598026694362,0.04890598026694362,0.587067861715749,0.587067861715749,2.026980365334162,2.026980365334162,"['apriori', 'eclat', 'fpgrowth']","{income_q1, leverage_over_6x} -> {burden_20_to_35pct}",356255,17423,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{income_q1, leverage_over_6x} -> {burden_over_35pct}",0.031783413566125386,0.3815284048790349,7.079608410864139,0.031783413566125386,0.031783413566125386,0.38152840487903494,0.38152840487903494,7.079608410864139,7.079608410864139,"['apriori', 'eclat', 'fpgrowth']","{income_q1, leverage_over_6x} -> {burden_over_35pct}",356255,11323,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{income_q1, leverage_over_6x} -> {credit_large}",0.049658250410520556,0.5960981198193949,1.8510122696835867,0.049658250410520556,0.049658250410520556,0.5960981198193949,0.5960981198193949,1.8510122696835867,1.8510122696835867,"['apriori', 'eclat', 'fpgrowth']","{income_q1, leverage_over_6x} -> {credit_large}",356255,17691,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{income_q1, leverage_under_3x} -> {burden_under_20pct}",0.10882654278536441,0.8455649822250333,1.2880245975096922,0.10882654278536441,0.10882654278536441,0.8455649822250333,0.8455649822250333,1.2880245975096922,1.2880245975096922,"['apriori', 'eclat', 'fpgrowth']","{income_q1, leverage_under_3x} -> {burden_under_20pct}",356255,38770,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{income_q1, leverage_under_3x} -> {credit_small}",0.12665646797939678,0.9841006739220518,2.9461162980823743,0.12665646797939678,0.12665646797939678,0.9841006739220519,0.9841006739220519,2.9461162980823743,2.9461162980823743,"['apriori', 'eclat', 'fpgrowth']","{income_q1, leverage_under_3x} -> {credit_small}",356255,45122,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{income_q1, previous_approval_high} -> {burden_20_to_35pct}",0.07462632103409075,0.40478691819302975,1.3976154867742878,0.07462632103409075,0.07462632103409075,0.40478691819302975,0.40478691819302975,1.397615486774288,1.397615486774288,"['apriori', 'eclat', 'fpgrowth']","{income_q1, previous_approval_high} -> {burden_20_to_35pct}",356255,26586,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{income_q1, previous_approval_high} -> {credit_small}",0.09616707133934961,0.5216279175992327,1.5616049762969608,0.09616707133934962,0.09616707133934962,0.5216279175992327,0.5216279175992327,1.5616049762969608,1.5616049762969608,"['apriori', 'eclat', 'fpgrowth']","{income_q1, previous_approval_high} -> {credit_small}",356255,34260,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{income_q1, previous_deep} -> {burden_20_to_35pct}",0.042250635078805915,0.38462717841263355,1.328009570031234,0.042250635078805915,0.042250635078805915,0.38462717841263355,0.38462717841263355,1.328009570031234,1.328009570031234,"['apriori', 'eclat', 'fpgrowth']","{income_q1, previous_deep} -> {burden_20_to_35pct}",356255,15052,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{income_q1, previous_deep} -> {card_utilisation_moderate}",0.04168643247112321,0.37949097971073736,1.4784681055613744,0.04168643247112321,0.04168643247112321,0.3794909797107374,0.3794909797107374,1.4784681055613744,1.4784681055613744,"['apriori', 'eclat', 'fpgrowth']","{income_q1, previous_deep} -> {card_utilisation_moderate}",356255,14851,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{income_q1, previous_deep} -> {credit_small}",0.058649001417523966,0.533909132723463,1.5983714261090016,0.058649001417523966,0.058649001417523966,0.533909132723463,0.533909132723463,1.5983714261090016,1.5983714261090016,"['apriori', 'eclat', 'fpgrowth']","{income_q1, previous_deep} -> {credit_small}",356255,20894,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
